id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_aName,gene_b,gene_bName,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,interacting_cell,value,id,PreNonEffectiveScore,PostNonEffectiveScore,NonEffectiveRatio,NonEffectiveFoldChange,PreEffectiveScore,PostEffectiveScore,EffectiveRatio,EffectiveFoldChange,EffectiveVsNonEffectiveRatio,FoldChange(EffectiveCombineNonEffective),FoldChange,LigandCellset,ReceptorCellset
CPI-SS019C98396,TNFSF14_TNFRSF14,simple:O43557,simple:Q92956,ENSG00000125735,TNFSF14,ENSG00000273936,TNFRSF14,TRUE,FALSE,TRUE,curated,FALSE,0.185,CD8_mem_T_cells.Tcell_prolif,0.928,TNFSF14_TNFRSF14-CD8_mem_T_cells.Tcell_prolif,0.928,1.308,1.409482759,0.5-2,,,,,0.709480122,0.5-2,0.5-2,CD8_mem_T_cells,Tcell_prolif
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,CD8_mem_T_cells.Tcell_prolif,0.983,ICAM3_aLb2 complex-CD8_mem_T_cells.Tcell_prolif,0.983,1.18,1.200406918,0.5-2,,,,,0.833050847,0.5-2,0.5-2,CD8_mem_T_cells,Tcell_prolif
CPI-SS00B1BEE64,CD2_CD58,simple:P06729,simple:P19256,ENSG00000116824,CD2,ENSG00000116815,CD58,FALSE,TRUE,FALSE,curated,FALSE,0.225,CD8_mem_T_cells.Tcell_prolif,2.801,CD2_CD58-CD8_mem_T_cells.Tcell_prolif,2.801,3.096,1.105319529,0.5-2,,,,,0.904715762,0.5-2,0.5-2,CD8_mem_T_cells,Tcell_prolif
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,CD8_mem_T_cells.Tcell_prolif,24.254,HLA-C_FAM3C-CD8_mem_T_cells.Tcell_prolif,24.254,22.862,0.942607405,0.5-2,33.041,36.22,1.096213795,0.5-2,1.162959032,0.5-2,0.5-2,CD8_mem_T_cells,Tcell_prolif
CPI-SS0EA05941A,CCL5_CCR4,simple:P13501,simple:P51679,ENSG00000274233,CCL5,ENSG00000183813,CCR4,TRUE,FALSE,TRUE,curated,FALSE,0.062,CD8_mem_T_cells.Tregs,9.101,CCL5_CCR4-CD8_mem_T_cells.Tregs,9.101,9.824,1.07944182,0.5-2,7.718,8.043,1.042109355,0.5-2,0.965415028,0.5-2,0.5-2,CD8_mem_T_cells,Tregs
CPI-CS0A66DB1CA,CD8 receptor_LCK,complex:CD8 receptor,simple:P06239,,#N/A,ENSG00000182866,LCK,FALSE,TRUE,FALSE,curated,FALSE,0.086,CD8_mem_T_cells.Tregs,3.567,CD8 receptor_LCK-CD8_mem_T_cells.Tregs,3.567,4.085,1.145220073,0.5-2,3.034,3.07,1.011865524,0.5-2,0.883555526,0.5-2,0.5-2,CD8_mem_T_cells,Tregs
CPI-SS0D4BF6CA3,CD27_CD70,simple:P26842,simple:P32970,ENSG00000139193,CD27,ENSG00000125726,CD70,TRUE,TRUE,FALSE,curated,FALSE,0.108,CD8_mem_T_cells.Tregs,1.035,CD27_CD70-CD8_mem_T_cells.Tregs,1.035,1.007,0.97294686,0.5-2,,,,,1.027805362,0.5-2,0.5-2,CD8_mem_T_cells,Tregs
CPI-SS019C98396,TNFSF14_TNFRSF14,simple:O43557,simple:Q92956,ENSG00000125735,TNFSF14,ENSG00000273936,TNFRSF14,TRUE,FALSE,TRUE,curated,FALSE,0.185,CD8_mem_T_cells.Tregs,1.253,TNFSF14_TNFRSF14-CD8_mem_T_cells.Tregs,1.253,1.746,1.393455706,0.5-2,,,,,0.717640321,0.5-2,0.5-2,CD8_mem_T_cells,Tregs
CPI-SC0329D5397,ICAM3_aLb2 complex,simple:P32942,complex:aLb2 complex,ENSG00000076662,ICAM3,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.21,CD8_mem_T_cells.Tregs,0.878,ICAM3_aLb2 complex-CD8_mem_T_cells.Tregs,0.878,1.149,1.308656036,0.5-2,,,,,0.764142733,0.5-2,0.5-2,CD8_mem_T_cells,Tregs
CPI-SS00B1BEE64,CD2_CD58,simple:P06729,simple:P19256,ENSG00000116824,CD2,ENSG00000116815,CD58,FALSE,TRUE,FALSE,curated,FALSE,0.225,CD8_mem_T_cells.Tregs,2.975,CD2_CD58-CD8_mem_T_cells.Tregs,2.975,3.421,1.149915966,0.5-2,,,,,0.869628764,0.5-2,0.5-2,CD8_mem_T_cells,Tregs
CPI-SS0E2431C09,PDCD1_FAM3C,simple:Q15116,simple:Q92520,ENSG00000188389,PDCD1,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.093,CD8_mem_T_cells.Tumor_1,0.595,PDCD1_FAM3C-CD8_mem_T_cells.Tumor_1,0.595,0.588,0.988235294,0.5-2,,,,,1.011904762,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_1
CPI-SS08991B378,CD6_ALCAM,simple:P30203,simple:Q13740,ENSG00000013725,CD6,ENSG00000170017,ALCAM,TRUE,FALSE,FALSE,curated,FALSE,0.102,CD8_mem_T_cells.Tumor_1,3.504,CD6_ALCAM-CD8_mem_T_cells.Tumor_1,3.504,3.726,1.063356164,0.5-2,2.437,2.665,1.093557653,0.5-2,1.028402044,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_1
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,CD46,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.198,CD8_mem_T_cells.Tumor_1,1.119,CD46_JAG1-CD8_mem_T_cells.Tumor_1,1.119,0.726,0.648793566,0.5-2,0.972,1.109,1.140946502,0.5-2,1.758566302,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_1
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,CD8_mem_T_cells.Tumor_1,24.241,HLA-C_FAM3C-CD8_mem_T_cells.Tumor_1,24.241,22.82,0.941380306,0.5-2,33.111,36.358,1.098064087,0.5-2,1.16644047,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_1
CPI-SC0E60FEE99,TGFB1_aVb6 complex,simple:P01137,complex:aVb6 complex,ENSG00000105329,TGFB1,,#N/A,TRUE,FALSE,FALSE,curated,TRUE,0.025,CD8_mem_T_cells.Tumor_2,2.106,TGFB1_aVb6 complex-CD8_mem_T_cells.Tumor_2,2.106,2.052,0.974358974,0.5-2,,,,,1.02631579,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS0859C173B,TNFSF14_LTBR,simple:O43557,simple:P36941,ENSG00000125735,TNFSF14,ENSG00000111321,LTBR,TRUE,FALSE,TRUE,curated,FALSE,0.074,CD8_mem_T_cells.Tumor_2,0.893,TNFSF14_LTBR-CD8_mem_T_cells.Tumor_2,0.893,1.193,1.335946249,0.5-2,,,,,0.74853311,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS0E2431C09,PDCD1_FAM3C,simple:Q15116,simple:Q92520,ENSG00000188389,PDCD1,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.093,CD8_mem_T_cells.Tumor_2,0.595,PDCD1_FAM3C-CD8_mem_T_cells.Tumor_2,0.595,0.659,1.107563025,0.5-2,,,,,0.902883156,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS0632A027A,CD44_HBEGF,simple:P16070,simple:Q99075,ENSG00000026508,CD44,ENSG00000113070,HBEGF,TRUE,TRUE,TRUE,"I2D,InnateDB-All",FALSE,0.102,CD8_mem_T_cells.Tumor_2,6.469,CD44_HBEGF-CD8_mem_T_cells.Tumor_2,6.469,4.43,0.684804452,0.5-2,6.395,6.945,1.086004691,0.5-2,1.585861026,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS01A07768A,CD46_JAG1,simple:P15529,simple:P78504,ENSG00000117335,CD46,ENSG00000101384,JAG1,FALSE,TRUE,FALSE,curated,FALSE,0.198,CD8_mem_T_cells.Tumor_2,2.017,CD46_JAG1-CD8_mem_T_cells.Tumor_2,2.017,1.481,0.7342588,0.5-2,,,,,1.361917624,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS00B1BEE64,CD2_CD58,simple:P06729,simple:P19256,ENSG00000116824,CD2,ENSG00000116815,CD58,FALSE,TRUE,FALSE,curated,FALSE,0.225,CD8_mem_T_cells.Tumor_2,2.613,CD2_CD58-CD8_mem_T_cells.Tumor_2,2.613,2.865,1.096440873,0.5-2,,,,,0.912041884,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,CD8_mem_T_cells.Tumor_2,24.24,HLA-C_FAM3C-CD8_mem_T_cells.Tumor_2,24.24,22.891,0.944348185,0.5-2,,,,,1.058931458,0.5-2,0.5-2,CD8_mem_T_cells,Tumor_2
CPI-SS09A3FA737,NAMPT_P2RY6,simple:P43490,simple:Q15077,ENSG00000105835,NAMPT,ENSG00000171631,P2RY6,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.056,CD8_mem_T_cells.pDCs,3.917,NAMPT_P2RY6-CD8_mem_T_cells.pDCs,3.917,3.888,0.992596375,0.5-2,2.97,2.954,0.994612795,0.5-2,1.00203146,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS065F7DA2A,COPA_P2RY6,simple:P53621,simple:Q15077,ENSG00000122218,COPA,ENSG00000171631,P2RY6,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.056,CD8_mem_T_cells.pDCs,3.721,COPA_P2RY6-CD8_mem_T_cells.pDCs,3.721,3.949,1.061273851,0.5-2,2.899,2.869,0.989651604,0.5-2,0.932512945,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS00150FB64,HLA-F_LILRB1,simple:P30511,simple:Q8NHL6,ENSG00000204642,HLA-F,ENSG00000276452,LILRB1,TRUE,FALSE,TRUE,curated,FALSE,0.071,CD8_mem_T_cells.pDCs,1.046,HLA-F_LILRB1-CD8_mem_T_cells.pDCs,1.046,1.087,1.039196941,0.5-2,1.338,1.144,0.855007474,0.5-2,0.822757882,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS00F282936,CXCR6_CXCL16,simple:O00574,simple:Q9H2A7,ENSG00000172215,CXCR6,ENSG00000161921,CXCL16,TRUE,TRUE,TRUE,guidetopharmacology.org,FALSE,0.077,CD8_mem_T_cells.pDCs,1.582,CXCR6_CXCL16-CD8_mem_T_cells.pDCs,1.582,1.036,0.654867257,0.5-2,,,,,1.527027026,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS0E2431C09,PDCD1_FAM3C,simple:Q15116,simple:Q92520,ENSG00000188389,PDCD1,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.093,CD8_mem_T_cells.pDCs,0.654,PDCD1_FAM3C-CD8_mem_T_cells.pDCs,0.654,0.718,1.097859327,0.5-2,,,,,0.91086351,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SC098C06330,TGFB1_TGFbeta receptor1,simple:P01137,complex:TGFbeta receptor1,ENSG00000105329,TGFB1,,#N/A,TRUE,FALSE,TRUE,curated,FALSE,0.099,CD8_mem_T_cells.pDCs,2.752,TGFB1_TGFbeta receptor1-CD8_mem_T_cells.pDCs,2.752,2.207,0.801962209,0.5-2,3.989,3.332,0.835297067,0.5-2,1.04156662,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS08991B378,CD6_ALCAM,simple:P30203,simple:Q13740,ENSG00000013725,CD6,ENSG00000170017,ALCAM,TRUE,FALSE,FALSE,curated,FALSE,0.102,CD8_mem_T_cells.pDCs,2.653,CD6_ALCAM-CD8_mem_T_cells.pDCs,2.653,2.078,0.783264229,0.5-2,2.525,3.035,1.201980198,0.5-2,1.534578184,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS0A76A8E97,HLA-F_LILRB2,simple:P30511,simple:Q8N423,ENSG00000204642,HLA-F,ENSG00000274513,LILRB2,FALSE,FALSE,TRUE,curated,FALSE,0.151,CD8_mem_T_cells.pDCs,1.558,HLA-F_LILRB2-CD8_mem_T_cells.pDCs,1.558,1.327,0.851732991,0.5-2,1.592,1.459,0.916457286,0.5-2,1.075991297,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS034D36D2F,HLA-C_FAM3C,simple:HLAC,simple:Q92520,ENSG00000204525,HLA-C,ENSG00000196937,FAM3C,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.259,CD8_mem_T_cells.pDCs,24.299,HLA-C_FAM3C-CD8_mem_T_cells.pDCs,24.299,22.95,0.944483312,0.5-2,,,,,1.058779957,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS0C4E86714,TNFRSF1B_GRN,simple:P20333,simple:P28799,ENSG00000028137,TNFRSF1B,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.272,CD8_mem_T_cells.pDCs,3.791,TNFRSF1B_GRN-CD8_mem_T_cells.pDCs,3.791,3.529,0.930888948,0.5-2,4.186,2.9,0.692785475,0.5-2,0.74421925,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS0DA033F03,TNFRSF1A_GRN,simple:P19438,simple:P28799,ENSG00000067182,TNFRSF1A,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.275,CD8_mem_T_cells.pDCs,2.617,TNFRSF1A_GRN-CD8_mem_T_cells.pDCs,2.617,2.899,1.107756974,0.5-2,,,,,0.902725077,0.5-2,0.5-2,CD8_mem_T_cells,pDCs
CPI-SS014958F32,LGALS9_CD47,simple:O00182,simple:Q08722,ENSG00000168961,LGALS9,ENSG00000196776,CD47,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.114,DCs.B_cells,1.328,LGALS9_CD47-DCs.B_cells,1.328,1.553,1.169427711,0.5-2,,,,,0.855119124,0.5-2,0.5-2,DCs,B_cells
CPI-SS0339AE950,SIRPA_CD47,simple:P78324,simple:Q08722,ENSG00000198053,SIRPA,ENSG00000196776,CD47,FALSE,TRUE,TRUE,curated,FALSE,0.13,DCs.B_cells,1.71,SIRPA_CD47-DCs.B_cells,1.71,1.766,1.032748538,0.5-2,0.91,2.076,2.281318681,>2 or <0.5,2.208977885,>2 or <0.5,>2 or <0.5,DCs,B_cells
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,DCs.B_cells,102.076,CD74_COPA-DCs.B_cells,102.076,116.192,1.138289118,0.5-2,143.544,113.377,0.789841442,0.5-2,0.693884734,0.5-2,0.5-2,DCs,B_cells
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,DCs.B_cells,104.379,CD74_MIF-DCs.B_cells,104.379,118.42,1.134519396,0.5-2,145.464,115.701,0.795392674,0.5-2,0.701083363,0.5-2,0.5-2,DCs,B_cells
CPI-SS0AEC33FF1,CCL22_DPP4,simple:O00626,simple:P27487,ENSG00000102962,CCL22,ENSG00000197635,DPP4,TRUE,FALSE,TRUE,curated,FALSE,0.009,DCs.CAFs,38.465,CCL22_DPP4-DCs.CAFs,38.465,18.218,0.473625374,>2 or <0.5,,,,,2.111373366,>2 or <0.5,>2 or <0.5,DCs,CAFs
CPI-SS077B160B9,IL15_IL15RA,simple:P40933,simple:Q13261,ENSG00000164136,IL15,ENSG00000134470,IL15RA,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.012,DCs.CAFs,1.291,IL15_IL15RA-DCs.CAFs,1.291,1.899,1.47095275,0.5-2,0.696,1.752,2.517241379,>2 or <0.5,1.711299958,>2 or <0.5,0.5-2,DCs,CAFs
CPI-SS00A6D366F,ADORA2A_NAMPT,simple:P29274,simple:P43490,ENSG00000128271,ADORA2A,ENSG00000105835,NAMPT,TRUE,TRUE,FALSE,"I2D,IMEx,InnateDB-All,MINT",FALSE,0.015,DCs.CAFs,1.46,ADORA2A_NAMPT-DCs.CAFs,1.46,1.297,0.888356164,0.5-2,1.731,1.72,0.993645292,0.5-2,1.118521301,0.5-2,0.5-2,DCs,CAFs
CPI-SS048346C2B,LGALS9_MRC2,simple:O00182,simple:Q9UBG0,ENSG00000168961,LGALS9,ENSG00000011028,MRC2,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.015,DCs.CAFs,0.823,LGALS9_MRC2-DCs.CAFs,0.823,1.164,1.414337789,0.5-2,1.42,1.399,0.985211268,0.5-2,0.696588379,0.5-2,0.5-2,DCs,CAFs
CPI-SS08877A081,LGALS9_COLEC12,simple:O00182,simple:Q5KU26,ENSG00000168961,LGALS9,ENSG00000158270,COLEC12,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.015,DCs.CAFs,0.623,LGALS9_COLEC12-DCs.CAFs,0.623,0.765,1.227929374,0.5-2,0.661,0.847,1.281391831,0.5-2,1.043538707,0.5-2,0.5-2,DCs,CAFs
CPI-SS06A999D25,PLD2_ARF1,simple:O14939,simple:P84077,ENSG00000129219,PLD2,ENSG00000143761,ARF1,FALSE,FALSE,FALSE,guidetopharmacology.org,FALSE,0.028,DCs.CAFs,2.463,PLD2_ARF1-DCs.CAFs,2.463,1.998,0.811205847,0.5-2,,,,,1.232732732,0.5-2,0.5-2,DCs,CAFs
CPI-SS07D71C546,NOTCH2_IL24,simple:Q04721,simple:Q13007,ENSG00000134250,NOTCH2,ENSG00000162892,IL24,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.034,DCs.CAFs,4.088,NOTCH2_IL24-DCs.CAFs,4.088,2.173,0.531555773,0.5-2,,,,,1.881270133,0.5-2,0.5-2,DCs,CAFs
CPI-SC0EAF80261,SEMA7A_a1b1 complex,simple:O75326,complex:a1b1 complex,ENSG00000138623,SEMA7A,,#N/A,FALSE,FALSE,FALSE,curated,TRUE,0.037,DCs.CAFs,0.86,SEMA7A_a1b1 complex-DCs.CAFs,0.86,0.407,0.473255814,>2 or <0.5,0.653,0.862,1.320061256,0.5-2,2.789318624,>2 or <0.5,>2 or <0.5,DCs,CAFs
CPI-SS0419B80C4,LGALS9_LRP1,simple:O00182,simple:Q07954,ENSG00000168961,LGALS9,ENSG00000123384,LRP1,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.059,DCs.CAFs,1.186,LGALS9_LRP1-DCs.CAFs,1.186,1.458,1.229342327,0.5-2,2.849,1.648,0.578448578,0.5-2,0.470534989,0.5-2,>2 or <0.5,DCs,CAFs
CPI-SS0A9FB762A,LGALS9_PTPRK,simple:O00182,simple:Q15262,ENSG00000168961,LGALS9,ENSG00000273993,PTPRK,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.077,DCs.CAFs,0.762,LGALS9_PTPRK-DCs.CAFs,0.762,0.808,1.060367454,0.5-2,0.671,1.039,1.548435171,0.5-2,1.460281684,0.5-2,0.5-2,DCs,CAFs
CPI-CS063AE1C91,IL6 receptor_IL6,complex:IL6 receptor,simple:P05231,,#N/A,ENSG00000136244,IL6,TRUE,TRUE,FALSE,curated,FALSE,0.083,DCs.CAFs,2.723,IL6 receptor_IL6-DCs.CAFs,2.723,1.373,0.504223283,0.5-2,1.992,7.872,3.951807229,>2 or <0.5,7.837415213,>2 or <0.5,>2 or <0.5,DCs,CAFs
CPI-SS002DF6C31,LGALS9_SLC1A5,simple:O00182,simple:Q15758,ENSG00000168961,LGALS9,ENSG00000105281,SLC1A5,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,0.086,DCs.CAFs,0.526,LGALS9_SLC1A5-DCs.CAFs,0.526,0.715,1.359315589,0.5-2,,,,,0.735664336,0.5-2,0.5-2,DCs,CAFs
CPI-SS0703338F5,LGALS9_CD44,simple:O00182,simple:P16070,ENSG00000168961,LGALS9,ENSG00000026508,CD44,TRUE,FALSE,TRUE,InnateDB,FALSE,0.096,DCs.CAFs,3.579,LGALS9_CD44-DCs.CAFs,3.579,2.726,0.76166527,0.5-2,,,,,1.312912692,0.5-2,0.5-2,DCs,CAFs
CPI-SS0241A1F57,NRP2_SEMA3C,simple:O60462,simple:Q99985,ENSG00000118257,NRP2,ENSG00000075223,SEMA3C,TRUE,TRUE,FALSE,curated,FALSE,0.099,DCs.CAFs,2.751,NRP2_SEMA3C-DCs.CAFs,2.751,2.352,0.854961832,0.5-2,1.72,2.912,1.693023256,0.5-2,1.980232558,0.5-2,0.5-2,DCs,CAFs
CPI-SS014958F32,LGALS9_CD47,simple:O00182,simple:Q08722,ENSG00000168961,LGALS9,ENSG00000196776,CD47,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.114,DCs.CAFs,0.863,LGALS9_CD47-DCs.CAFs,0.863,1.026,1.188876014,0.5-2,1.074,1.117,1.040037244,0.5-2,0.874807155,0.5-2,0.5-2,DCs,CAFs
CPI-SS0339AE950,SIRPA_CD47,simple:P78324,simple:Q08722,ENSG00000198053,SIRPA,ENSG00000196776,CD47,FALSE,TRUE,TRUE,curated,FALSE,0.13,DCs.CAFs,1.245,SIRPA_CD47-DCs.CAFs,1.245,1.24,0.995983936,0.5-2,1.009,1.182,1.171456888,0.5-2,1.176180504,0.5-2,0.5-2,DCs,CAFs
CPI-SS09808DEAE,CD74_APP,simple:P04233,simple:P05067,ENSG00000019582,CD74,ENSG00000142192,APP,FALSE,TRUE,FALSE,curated,FALSE,0.13,DCs.CAFs,103.403,CD74_APP-DCs.CAFs,103.403,117.54,1.136717503,0.5-2,144.809,115.115,0.794943684,0.5-2,0.699332668,0.5-2,0.5-2,DCs,CAFs
CPI-SS0302E8E8F,CD74_COPA,simple:P04233,simple:P53621,ENSG00000019582,CD74,ENSG00000122218,COPA,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.222,DCs.CAFs,102.068,CD74_COPA-DCs.CAFs,102.068,116.145,1.137917859,0.5-2,143.652,113.397,0.789386852,0.5-2,0.693711629,0.5-2,0.5-2,DCs,CAFs
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,CD74,ENSG00000240972,MIF,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.225,DCs.CAFs,108.103,CD74_MIF-DCs.CAFs,108.103,123.798,1.14518561,0.5-2,146.181,117.85,0.806192323,0.5-2,0.70398398,0.5-2,0.5-2,DCs,CAFs
CPI-SS0C4E86714,TNFRSF1B_GRN,simple:P20333,simple:P28799,ENSG00000028137,TNFRSF1B,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.272,DCs.CAFs,1.922,TNFRSF1B_GRN-DCs.CAFs,1.922,1.71,0.889698231,0.5-2,,,,,1.123976608,0.5-2,0.5-2,DCs,CAFs
CPI-SS0DA033F03,TNFRSF1A_GRN,simple:P19438,simple:P28799,ENSG00000067182,TNFRSF1A,ENSG00000030582,GRN,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.275,DCs.CAFs,1.317,TNFRSF1A_GRN-DCs.CAFs,1.317,1.259,0.955960516,0.5-2,,,,,1.046068309,0.5-2,0.5-2,DCs,CAFs
CPI-SS076FEB261,FLT3_FLT3LG,simple:P36888,simple:P49771,ENSG00000122025,FLT3,ENSG00000090554,FLT3LG,TRUE,TRUE,FALSE,curated,FALSE,0.009,DCs.CD4_T_cells,0.692,FLT3_FLT3LG-DCs.CD4_T_cells,0.692,0.774,1.11849711,0.5-2,,,,,0.894056847,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SS0A9E884E0,CD200_CD200R1,simple:P41217,simple:Q8TD46,ENSG00000091972,CD200,ENSG00000163606,CD200R1,TRUE,FALSE,TRUE,curated,FALSE,0.012,DCs.CD4_T_cells,1.687,CD200_CD200R1-DCs.CD4_T_cells,1.687,1.917,1.136336692,0.5-2,,,,,0.880020866,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SS052B38F1C,CCL22_CCR4,simple:O00626,simple:P51679,ENSG00000102962,CCL22,ENSG00000183813,CCR4,TRUE,FALSE,TRUE,curated,FALSE,0.015,DCs.CD4_T_cells,38.726,CCL22_CCR4-DCs.CD4_T_cells,38.726,18.271,0.47180189,>2 or <0.5,15.756,12.307,0.781099264,0.5-2,1.655566204,>2 or <0.5,0.5-2,DCs,CD4_T_cells
CPI-SS00561BBD7,PVR_TIGIT,simple:P15151,simple:Q495A1,ENSG00000073008,PVR,ENSG00000181847,TIGIT,TRUE,TRUE,FALSE,curated,FALSE,0.028,DCs.CD4_T_cells,1.923,PVR_TIGIT-DCs.CD4_T_cells,1.923,1.612,0.838273531,0.5-2,,,,,1.19292804,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SS0B84DAE3D,PVR_CD96,simple:P15151,simple:P40200,ENSG00000073008,PVR,ENSG00000153283,CD96,TRUE,TRUE,TRUE,curated,FALSE,0.043,DCs.CD4_T_cells,1.417,PVR_CD96-DCs.CD4_T_cells,1.417,1.122,0.791813691,0.5-2,1.335,1.433,1.07340824,0.5-2,1.355632331,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SS0AD0ED887,TNFRSF11B_TNFSF10,simple:O00300,simple:P50591,ENSG00000164761,TNFRSF11B,ENSG00000121858,TNFSF10,TRUE,FALSE,FALSE,curated,FALSE,0.059,DCs.CD4_T_cells,0.856,TNFRSF11B_TNFSF10-DCs.CD4_T_cells,0.856,1.324,1.546728972,0.5-2,,,,,0.64652568,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SS083296041,CD40_CD40LG,simple:P25942,simple:P29965,ENSG00000101017,CD40,ENSG00000102245,CD40LG,TRUE,TRUE,FALSE,curated,FALSE,0.062,DCs.CD4_T_cells,3.124,CD40_CD40LG-DCs.CD4_T_cells,3.124,3.038,0.972471191,0.5-2,2.592,2.659,1.025848765,0.5-2,1.054888592,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SS0E9A581F8,ICAM1_ITGAL,simple:P05362,simple:P20701,ENSG00000090339,ICAM1,ENSG00000005844,ITGAL,FALSE,TRUE,TRUE,curated,FALSE,0.108,DCs.CD4_T_cells,1.238,ICAM1_ITGAL-DCs.CD4_T_cells,1.238,1.682,1.358642973,0.5-2,,,,,0.736028537,0.5-2,0.5-2,DCs,CD4_T_cells
CPI-SC0F4AC5AA2,ICAM1_aLb2 complex,simple:P05362,complex:aLb2 complex,ENSG00000090339,ICAM1,,#N/A,FALSE,TRUE,FALSE,curated,TRUE,0.108,DCs.CD4_T_cells,1.238,ICAM1_aLb2 complex-DCs.CD4_T_cells,1.238,1.682,1.358642973,0.5-2,,,,,0.736028537,0.5-2,0.5-2,DCs,CD4_T_cells
